date_time,device_Status,DO_config
2025-05-22 10:06:48,Connected,[]
2025-05-22 10:06:48,Connected,[]
2025-05-22 10:06:48,Connected,[]
2025-05-22 10:06:48,Connected,[]
2025-05-22 10:06:48,Connected,[]
2025-05-22 10:06:48,Connected,[]
2025-05-22 10:06:49,Connected,[]
2025-05-22 10:06:49,Connected,[]
2025-05-22 10:06:49,Connected,[]
2025-05-22 10:06:49,Connected,[]
2025-05-22 10:06:49,Connected,[]
2025-05-22 10:06:49,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:49,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:49,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:49,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:49,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:49,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:49,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:49,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:49,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:49,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:49,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:49,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:49,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:49,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:49,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:50,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:50,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:50,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:50,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:50,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:50,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:50,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:50,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:50,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:50,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:50,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:50,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:50,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:50,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:50,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:50,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:50,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:50,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:50,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:50,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:51,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:51,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:51,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:51,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:51,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:51,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:51,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:51,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:51,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:51,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:51,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:51,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:51,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:51,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:51,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:51,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:51,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:51,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:51,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:51,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:52,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:52,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:52,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:52,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:52,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:52,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:52,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:52,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:52,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:52,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:52,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:52,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:52,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:52,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:52,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:52,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:52,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:52,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:52,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:52,Connected,"[0, 0, 0, 0]"
2025-05-22 10:06:53,Connected,"[0, 0, 0, 0]"
