date_time,device_Status,DO_config
2025-06-06 12:43:58,Re-Connected,
2025-06-06 12:43:59,Re-Connected,
2025-06-06 12:43:59,Re-Connected,
2025-06-06 12:43:59,Connected,0000
2025-06-06 12:43:59,Connected,0000
2025-06-06 12:43:59,Connected,0000
2025-06-06 12:43:59,Connected,0000
2025-06-06 12:43:59,Connected,0000
2025-06-06 12:43:59,Connected,0000
2025-06-06 12:43:59,Connected,0000
2025-06-06 12:43:59,Connected,0000
2025-06-06 12:43:59,Connected,0000
2025-06-06 12:43:59,Connected,0000
2025-06-06 12:43:59,Connected,0000
2025-06-06 12:43:59,Connected,0000
2025-06-06 12:43:59,Connected,0000
2025-06-06 12:43:59,Connected,0000
2025-06-06 12:43:59,Connected,0000
2025-06-06 12:43:59,Connected,0000
2025-06-06 12:43:59,Connected,0000
2025-06-06 12:43:59,Connected,0000
2025-06-06 12:44:00,Connected,0000
2025-06-06 12:44:00,Connected,0000
2025-06-06 12:44:00,Connected,0000
2025-06-06 12:44:00,Connected,0000
2025-06-06 12:44:00,Connected,0000
2025-06-06 12:44:00,Connected,0000
2025-06-06 12:44:00,Connected,0000
2025-06-06 12:44:00,Connected,0000
2025-06-06 12:44:00,Connected,0000
2025-06-06 12:44:00,Connected,0000
2025-06-06 12:44:00,Connected,0000
2025-06-06 12:44:00,Connected,0000
2025-06-06 12:44:00,Connected,0000
2025-06-06 12:44:00,Connected,0000
2025-06-06 12:44:00,Connected,0000
2025-06-06 12:44:00,Connected,0000
2025-06-06 12:44:00,Connected,0000
2025-06-06 12:44:00,Connected,0000
2025-06-06 12:44:00,Connected,0000
2025-06-06 12:44:00,Connected,0000
2025-06-06 12:44:01,Connected,0000
2025-06-06 12:44:01,Connected,0000
2025-06-06 12:44:01,Connected,0000
2025-06-06 12:44:01,Connected,0000
2025-06-06 12:44:01,Connected,0000
2025-06-06 12:44:01,Connected,0000
2025-06-06 12:44:01,Connected,0000
2025-06-06 12:44:01,Connected,0000
2025-06-06 12:44:01,Connected,0000
2025-06-06 12:44:01,Connected,0000
2025-06-06 12:44:01,Connected,0000
2025-06-06 12:44:01,Connected,0000
2025-06-06 12:44:01,Connected,0000
2025-06-06 12:44:01,Connected,0000
2025-06-06 12:44:01,Connected,0000
2025-06-06 12:44:01,Connected,0000
2025-06-06 12:44:01,Connected,0000
2025-06-06 12:44:01,Connected,0000
2025-06-06 12:44:01,Connected,0000
2025-06-06 12:44:01,Connected,0000
2025-06-06 12:44:02,Connected,0000
2025-06-06 12:44:02,Connected,0000
2025-06-06 12:44:02,Connected,0000
2025-06-06 12:44:02,Connected,0000
2025-06-06 12:44:02,Connected,0000
2025-06-06 12:44:02,Connected,0000
2025-06-06 12:44:02,Connected,0000
2025-06-06 12:44:02,Connected,0000
2025-06-06 12:44:02,Connected,0000
2025-06-06 12:44:02,Connected,0000
2025-06-06 12:44:02,Connected,0000
2025-06-06 12:44:02,Connected,0000
2025-06-06 12:44:02,Connected,0000
2025-06-06 12:44:02,Connected,0000
2025-06-06 12:44:02,Connected,0000
2025-06-06 12:44:02,Connected,0000
2025-06-06 12:44:02,Connected,0000
2025-06-06 12:44:02,Connected,0000
2025-06-06 12:44:02,Connected,0000
2025-06-06 12:44:02,Connected,0000
2025-06-06 12:44:03,Connected,0000
2025-06-06 12:44:03,Connected,0000
2025-06-06 12:44:03,Connected,0000
2025-06-06 12:44:03,Connected,0000
2025-06-06 12:44:03,Connected,0000
2025-06-06 12:44:03,Connected,0000
2025-06-06 12:44:03,Connected,0000
2025-06-06 12:44:03,Connected,0000
2025-06-06 12:44:03,Connected,0000
2025-06-06 12:44:03,Connected,0000
2025-06-06 12:44:03,Connected,0000
2025-06-06 12:44:03,Connected,0000
2025-06-06 12:44:03,Connected,0000
2025-06-06 12:44:03,Connected,0000
2025-06-06 12:44:03,Connected,0000
2025-06-06 12:44:03,Connected,0000
2025-06-06 12:44:03,Connected,0000
2025-06-06 12:44:03,Connected,0000
2025-06-06 12:44:03,Connected,0000
2025-06-06 12:44:03,Connected,0000
2025-06-06 12:44:04,Connected,0000
2025-06-06 12:44:04,Connected,0000
2025-06-06 12:44:04,Connected,0000
2025-06-06 12:44:04,Connected,0000
2025-06-06 12:44:04,Connected,0000
2025-06-06 12:44:04,Connected,0000
2025-06-06 12:44:04,Connected,0000
2025-06-06 12:44:04,Connected,0000
2025-06-06 12:44:04,Connected,0000
2025-06-06 12:44:04,Connected,0000
2025-06-06 12:44:04,Connected,0000
2025-06-06 12:44:04,Connected,0000
2025-06-06 12:44:04,Connected,0000
2025-06-06 12:44:04,Connected,0000
2025-06-06 12:44:04,Connected,0000
2025-06-06 12:44:04,Connected,0000
2025-06-06 12:44:04,Connected,0000
2025-06-06 12:44:04,Connected,0000
2025-06-06 12:44:04,Connected,0000
2025-06-06 12:44:04,Connected,0000
2025-06-06 12:44:05,Connected,0000
2025-06-06 12:44:05,Connected,0000
2025-06-06 12:44:05,Connected,0000
2025-06-06 12:44:05,Connected,0000
2025-06-06 12:44:05,Connected,0000
2025-06-06 12:44:05,Connected,0000
2025-06-06 12:44:05,Connected,0000
2025-06-06 12:44:05,Connected,0000
2025-06-06 12:44:05,Connected,0000
2025-06-06 12:44:05,Connected,0000
2025-06-06 12:44:05,Connected,0000
2025-06-06 12:44:05,Connected,0000
2025-06-06 12:44:05,Connected,0000
2025-06-06 12:44:05,Connected,0000
2025-06-06 12:44:05,Connected,0000
2025-06-06 12:44:05,Connected,0000
2025-06-06 12:44:05,Connected,0000
2025-06-06 12:44:05,Connected,0000
2025-06-06 12:44:05,Connected,0000
2025-06-06 12:44:05,Connected,0000
2025-06-06 12:44:06,Connected,0000
2025-06-06 12:44:06,Connected,0000
2025-06-06 12:44:06,Connected,0000
2025-06-06 12:44:06,Connected,0000
2025-06-06 12:44:06,Connected,0000
2025-06-06 12:44:06,Connected,0000
2025-06-06 12:44:06,Connected,0000
2025-06-06 12:44:06,Connected,0000
2025-06-06 12:44:06,Connected,0000
2025-06-06 12:44:06,Connected,0000
2025-06-06 12:44:06,Connected,0000
2025-06-06 12:44:06,Connected,0000
2025-06-06 12:44:06,Connected,0000
2025-06-06 12:44:06,Connected,0000
2025-06-06 12:44:06,Connected,0000
2025-06-06 12:44:06,Connected,0000
2025-06-06 12:44:06,Connected,0000
2025-06-06 12:44:06,Connected,0000
2025-06-06 12:44:06,Connected,0000
2025-06-06 12:44:06,Connected,0000
2025-06-06 12:44:07,Connected,0000
2025-06-06 12:44:07,Connected,0000
2025-06-06 12:44:07,Connected,0000
2025-06-06 12:44:07,Connected,0000
2025-06-06 12:44:07,Connected,0000
2025-06-06 12:44:07,Connected,0000
2025-06-06 12:44:07,Connected,0000
2025-06-06 12:44:07,Connected,0000
2025-06-06 12:44:07,Connected,0000
2025-06-06 12:44:07,Connected,0000
2025-06-06 12:44:07,Connected,0000
2025-06-06 12:44:07,Connected,0000
2025-06-06 12:44:07,Connected,0000
2025-06-06 12:44:07,Connected,0000
2025-06-06 12:44:07,Connected,0000
2025-06-06 12:44:07,Connected,0000
2025-06-06 12:44:07,Connected,0000
2025-06-06 12:44:07,Connected,0000
2025-06-06 12:44:07,Connected,0000
2025-06-06 12:44:07,Connected,0000
2025-06-06 12:44:08,Connected,0000
2025-06-06 12:44:08,Connected,0000
2025-06-06 12:44:08,Connected,0000
2025-06-06 12:44:08,Connected,0000
2025-06-06 12:44:08,Connected,0000
2025-06-06 12:44:08,Connected,0000
2025-06-06 12:44:08,Connected,0000
2025-06-06 12:44:08,Connected,0000
2025-06-06 12:44:08,Connected,0000
2025-06-06 12:44:08,Connected,0000
2025-06-06 12:44:08,Connected,0000
